text,sentiment
bhai aap ne toh jabarjasti boldiye,Negative
waha baat baat par maa ke darshan yaha baat baat par ang pradarshan hilarious,Positive
when he said bhai i m sure agar unko kuch ho gaya na toh woh bhi baat nahi karegi kisise,Positive
bhai i love your channel maza hi aagya,Positive
bro pays nice attention to details bs abhimanyu jitna hi middle class bnna h,Positive
bhai main unlogon ke bare main soch raha hun jinhe yeh movie achi lagi thi kitna chota dimaag hoga aise logon,Negative
masttt vro ekdum jhakaas video,Positive
bhut badiya bhut hi umda new lense to look at movies,Positive
jabarjasti wala love,Negative
we sang paise wala love to waise wala love,Neutral
start hi mze ka tha wesesoz mean dard,Positive
only desi i want to grab your attention jis building ko ye school bata rahe hain wo actually indian forest research institute hai jo ki uttarakhand main hai,Neutral
kisi maha purush ne kaha tha she s such a dumb girl iski yhi pta nahi ki wo kisse pyar krti hai,Positive
bhai pls naya kuch dalde purana sab ratt liya hai,Negative
i recommend everyone here to also watch tvfs gana wala song after watching this,Positive
script likhoge kb my favourite part,Positive
brands wala pose wala jabardasti wala sb gucci prada balenciaga paise wala sb and the epic script likhoge kb??,Positive
bro you are superrr ke uparrr,Positive
2 saal lg gye youtube ko is epic channel ko suggest krne m,Positive
bc wo virginity wala joke was so good,Positive
i used to think saunf wala,Neutral
they are making seque of this tatti i mean soty,Negative
and now after watching soty2 i d have to say yeh movie achi thi bhae,Positive
last me gaana achchha gaya bhai,Positive
fri dehradun tha kya vo jab gate open hota h,Neutral
last wala gana sabse best h,Positive
bhai tu solan se hai na,Neutral
it s actually ufsooz wala luv,Negative
iss baar london nahi thailand gye movie was shot at assumption university of thailand,Neutral
maybe abhimanyu sarojini market se kharidta hota kapde,Negative
bhai bahut mehnat kar rehe ho,Positive
1:42 movie theater mey yeh scene nehi tha,Neutral
last song was epic brands wala pose wala jabardaasti wala sab gucci parada balenciaga paise wala sab script likhoge kab,Positive
song at last is,Positive
brands waala love song is op est thing ever,Positive
oh i like that gucci vala belanciaga vala sabpaise vala sabscript likhoge kab??,Positive
bhai i am sure agar unko kuch hogaya toh woh bhi baat nehi karegi kisi se hahahahahahahahhahahahahahah omg wth hahahahahahahhahaha,Positive
ye school tha????? mein ise clg smjh rhi thi,Negative
but the sad part is abhi bus interval tak hi aaye hay lmao,Positive
english m bhi acha h lekin hindi m hoga to maza aa jaega❤,Positive
h r college me yeah sab hota hai?,Neutral
paise wala loveeeee,Neutral
bhai please tarak mehta ka ulta chashma ka revisit video banao,Neutral
2:07 london nahi dikhaya par london walo ne jo banya wo dikha diya,Neutral
that ang pradarshan line,Positive
literally these movies make me think itna sundar school college bc waste ho gyi life kitna depressing hai,Negative
this men change my mind aaj se bollywood band,Negative
abhi ko sympathy nahi virginity chayaaa haha bhai the best one,Positive
bataya nahi k pakistani song bhi chori kia tha?? nazia hassan ka,Negative
aur movies pe bhi video banao please,Neutral
gzb dhoya h,Positive
student of the year 2 ko bhibroast krdo,Neutral
sala yeh log movies me aisa school college dikhate hai jinke saamne amarica fail hai,Negative
awesome yr,Positive
shurk ek colour hota hai jise english me red kehte hai,Neutral
principal ka bete real me le gaya,Positive
bahut gandi move thi yaar mere hostel roommates dekh re the 2012 m mujpe apna laptop nahi tha isliye dekhna pad gaya kyunki mai bi siddhart malhotra ki tarah bahut hi middle class family se hu,Negative
sequel of that tatti maza aagya yaar ❤,Positive
script likho ge kab ?????,Positive
bollywood ka bhosdawood bana diya bhai ne good job bro,Positive
yaar ye daadiya bhi same thi,Neutral
he didn t spare any of these bollywood movie he made us feel like every movie is bakwas,Negative
martha wale scene ka inner meaning deep hai tum student of the year ke sath use compare nehi kar sakte,Neutral
3:35 agar daadi ko kuch ho gaya toh vo kisi se baat nahi karegi,Positive
apki aawaj mast hey,Positive
sidharth malhotra ne iske baad acting seekh li per varun dhawan wahi fuddu raha,Negative
thank god dharma productions ne shershaah me taang nahi adaai wahi siddharth malhotra ki asli acting dekhne ko mili,Positive
college ki building dehradun mein hai,Neutral
apki voice nice hai,Positive
u forget st francis,Positive
samaj gai muje b abroad me admission k liye thumka lagani paregi,Positive
hme to paise wala love lgta tha,Negative
aajkal ke tatti ke comparison me ye movie toh godfather ke barabar hai,Positive
bhai dance competition wala video kaha se laya,Neutral
ar video lao bhai,Positive
jawan movie mein baat baat pe poco phone,Negative
baba ye video k end pe konsa song ata hai? kumar sanu ka hai,Neutral
o wahi bachi hai,Positive
yaha kafi extracurricular activities krayi jati hai jaise pdhai,Positive
bt yeh school nahi dehradun ka fri h,Neutral
dadi ko kuch hogya to woh bhi bat nahi karain gi kisi se,Negative
script kab likhoge extra activities like padai,Positive
kuki muje rishte torna acha nahi lgtaaa lmaooooo,Positive
thumka lagake admission,Positive
brand pe poora gaana b likha tha,Positive
bhai jb tk tum aisi viedo bnaate the to mza aata jbse samne aya sara mood khrab hogya,Negative
yeh channel ke contents par copyright claim yeah reused content nahi ata hai kya ?,Negative
though i know this video is for entertainment purpose only which actually did what is was suppose to but out of curiosity i had a question kya cheating ke badle me cheating ko cheating kehte h?,Neutral
bollywood : kyu izzat nikalra,Negative
ksm hai is c lnd movie aajtk nahi dekhiedit : suna hai second part zada lnd hai,Negative
maa ki darshan aur angg pradarshan,Positive
hahahahah its the script likhoge kab for me,Positive
puma puma puma puma,Positive
aree re re singer kab ban rahe ho??,Negative
3:41 lekin abhimanyu ko uski sympathy nahi virginity chahiye,Negative
the pshycho of indian culture of the song and film ka yahi attitude ki problem hai aliya fail 10wi up board,Negative
the scene where alia cries mai competition ka hissa nahi hu you should have covered that too worst acting ever,Neutral
gpa sat and act ye sab kya hain bhaiii,Neutral
mujhe esa laagta hai kahan kahan maine apne rs barbaad kre hai,Negative
koi mujhe bas yeh batade koi yeh college hain ya school?? kyuki kahin bhi itne bade nahi hote log yeh sab kam se kam 10 saal bade hain college walo se,Negative
yaar kaay ho tum,Negative
mza ni aya plz make another revisit isme to bhaut kch tha,Negative
tumhare dialogues,Neutral
shanaya did clearly cheat on her bf but uska bf to waise bhi usko bhav he kaha deta tha he would hit on other girl in front of her he was least involved with her wo to fir hona he tha,Neutral
i like your revisit but itna bura bhi nahi hai is movie ka story jitna tum dikha rhe ho,Neutral
script lekhoge kb awesome,Positive
script likhoge kb epic,Positive
bhai karan arjun pe mat jana yr,Negative
isko adipurush achi lgi thi ye yaad rakhna sab,Negative
bhai yaad rakhna ise to adipurush bhi pasand aayi thi thanks for like ❤,Negative
maine yogi bhai ke lie itne ache ache comment kie uspe itne likes kbhi nahi aaye jitne iss prr ek baar critisize krne pe aa gye 1 din bhi nahi hua aur 1k likes ho gye,Negative
yogi ko paise do paise nahi diye te usne negativity start ki,Negative
yogi bhai tumne disappoint kr diya humko,Negative
guys pura theatre enjoy kar raha hai bhai maza hai old style classical type comedy,Positive
chalo bet lagate hain peisa nehin mila he thanks for likes,Negative
abhi ye khans ki movie hoti toh ye chatna shuru kr deta,Negative
3:32 aapne humlog ko disappointed kar diya,Negative
mai dekh ke aaya tha movie achi hai and 3 5 stars to 4 stars tak ki movie hai full vibe thi bhai theatre mein raat ko dekhte wakt ❤,Positive
4:05 comment section me to aapki ki bhi khol ke rkh di bhai,Negative
0:13 payment nahi aaya isko,Negative
yaar movie acchi hai pura na thodi comedy rahenga esa hoga to story ka plot nahi banega,Positive
3:08 surprise kya tha? mujhe to nahi mila,Neutral
ajkal ek trend chala hai ki purane actors ki filmo ko hate karo aur south ke 2 kodi mass masala films aur bollywood ke brutal films ko tarif karo,Negative
isko aadi purush acchi lagi thi yah yad rakhna sab,Negative
yogi bolta hai ❌yogi kuch bhi bolta hai ✅,Negative
rip stree 2 bhoot bangla ne aate hi hawa tight kar di,Positive
comment section yogi ko gali dene wale ☑,Negative
bhai top notch comedy hai sach me dil khus ho gaya ❤,Positive
comment section mein oggy ki itni tarif dekhkar sukoon mila baad mein yahi bolta hai ki akshay ki movies achi hoti hai but fans dekhte nahi hai aaj pahli baar comment mein yogi ko pela ja rha hai,Negative
lagta pisa nahi mila,Negative
1:26 is admi ka mat suno koi,Negative
bhai ye movie online kha dekhe,Neutral
aaj pta chala k triple tap karne se comment reply hota hai,Neutral
0:13 bhai yaad rakhna isko bhagwath kesari acchi lagi thi,Negative
fake reviews karta hai bhai only for money review,Negative
bhai to ja raha hoon movie dekhne9:30 par jaipur,Neutral
mein aap ke review dene se pehly smjha gaya tha ki aap aisa hi review doogee❤,Positive
bhai sahab comedy yarrr,Positive
aisa hi hota h jab pese na mile koi kasar nahi chhori burai krne me,Negative
iska sahi hai paise nahi diye to aajate hai negativity karne,Negative
yahi south ki hoti movie jo ye subtitles ki help se dekhta toh iski taarif band na hoti,Negative
hamko toh ummid b nahi tha es film se hit th bhut dur ki baat hai ajkal th south wala hi tabahi macha rai❤,Positive
jabardast movie hai bhai sbko dekhni chahiye akki paji ka comeback,Positive
wtf yogi bhai disappoint toh apne kar diya yaar,Negative
mene pehle hi guess kar liya tha ki aap negative bologe hi yogipidia me mene aapka udass chehra dekha tha jab iska news cover kar rahe thee,Negative
isliye mai kavi bhi single person review pe believe nahi krta sbse best public review usme honest review ka pata chalta hai,Neutral
agar movie acchi nahi hai descent hai toh 21 cr day 1 mein kaise collect kar liya,Negative
movie bahut acchi hai songs bhi bahut kamal ki hai full on entertaining sabki acting lajawab hai friends and family walo ke sath dekh sakte ho negativity heaters ki baato me matt fasoo movie enjoy karo ❤,Positive
1:05 main bataata hun kya karein ghare jaake sutti babu,Negative
thodi der mein comments section disable hone wala h,Negative
galat review de diya bhai aapne is bat par unsubscribe toh banta hai because boss is always right,Negative
pahle main dekhunga uske bad review bataunga,Positive
yogi bhai krishnavtaram ke trailer ka review karo ek number hai,Neutral
suraj kumar and filmi indian ko ye movie achi lagi hai to acha hi hoga,Positive
bhai bahut achi movie h ek bar ja kr jarur dekhna or ha tere review ko meri taraf se 0 5 out of 5 star ✨,Positive
yogi bhai month me 4 movie dekho taavi atcha laagega ab bhai one day me 4 movie dekhoge to khakkk mazza aayegaaa,Negative
1:09 ab kya har ek scene me comedy hi de kya,Negative
bhai mai iska khud nahi maanta ye paise leke review krta h aur dusri baat ashish chanchlani se paise leke ekaki ka review kia tha isne aur upar se i remember bhai akshay ki ram setu aayi thi jab tab bhi isne negativity kri thi balki ram setu ka climax aakhiri me twist bahut sahi tha lekin isko dikkat thi,Negative
lagta hai half payment mili hai,Negative
yogi bhai mere piche baitha tha cinepolis me,Neutral
ab kuch log yogi ko oggy bolke apne aap ko komedian smjhenge,Negative
00:24 agar yogi ne kuch bi average bola to unsubscribe pakka,Negative
aaj se iska viedo kabhi nahi dekhoonga,Negative
kiya comeback hoga,Positive
bhai inhe itna gyan hai to 5 min ka add ho bana de,Negative
is se acha movie thumbnail to me free me bana du,Negative
4:10 me unsub kar kar rha hu yar tumne dil tor diya aaj,Negative
dhurandhar se bahar aa,Negative
comments dekhne me jyada maja ata hai,Positive
movie achi thi 4 out of 5 ✅,Positive
unsubscribe kro,Negative
apne bilkul sahi bola ki movie me tabbu ka kuch khash roll nahi tha mene tabbu ke liye hi movie dekhne gayi thi aap bilkul right bolte ho movie ke bareme very good job,Positive
half ke baad puri dharm ke athe chdaa di,Negative
charo vor se review ache nikle hai tera kuch samjh nahi aaya ab ki baar,Negative
adipurush ko achi btane wala cutie aadmi ❤❤,Positive
payment nahi mila hai ✅,Negative
abhi just movie dekh kr aya hu one time watch h bs fr bhi apne sahi btaya h yogi ji review me bht forced situation scene ate hai jo nahi hone chahiye thee offcourse screen time ki whj se but dale gaye hai and songs jaise apne bola movie dekhne bad ek bhi song yad nh ata bs rajpal yadav hi yad rhta h and casting bhi glt h kuch chr ki specially paresh rawal sir ke kuch scenes u explained it really well thanx fr your genuine review,Negative
2:40 kya baat kar rahe ho the legend arijit singh ka gana tu hi disda wala gana acha hai lgta hai aapko pese ni mile movie review ke,Negative
bhai tu hi bana le movie priyadarshini sir ko hum samjha the hai,Negative
isko aadipurush best laga tha,Negative
yogi bolta hai❎yogi bikta hai✅,Negative
paise nahi mile kya yeh wahi hai jiko adipurush acha lagta hai,Negative
hats of to rajpal yadav jinhone ne apne career main naa jane kitane diffrent charector nibha kar logo ko hasya hai baki akshay ki same comedy wali acting pe log baar baar kaishe haa sakte hai mujhe samajh nahi a araha hai baki movie bhul bhulaiya 2 zada lag rahi thi,Positive
yogi bolta hai ❌ yogi kya bolta hai ✅,Negative
humne to free mein movie dekhi hamen to bahut achcha laga download karke dekhiae humne bahut majedar movie hai aur badi interesting story hai,Positive
